"","county_fips","naics","count_sg","count_cbp","naics_factor"
"5692","36085","56",30,491,"56"
"5693","36085","61",176,185,"61"
"5694","36085","62",1005,1324,"62"
"5695","36085","71",335,144,"71"
"5696","36085","72",980,923,"72"
"5697","36085","81",815,1054,"81"
"5698","36087","22",4,14,"22"
"5699","36087","23",2,1180,"23"
"5700","36087","31-33",45,221,"31-33"
"5701","36087","42",17,543,"42"
"5702","36087","44-45",996,1303,"44-45"
"5703","36087","48-49",53,197,"48-49"
"5704","36087","51",69,203,"51"
"5705","36087","52",264,455,"52"
"5706","36087","53",97,622,"53"
"5707","36087","54",70,1376,"54"
"5708","36087","56",32,695,"56"
"5709","36087","61",206,183,"61"
"5710","36087","62",844,1236,"62"
"5711","36087","71",269,203,"71"
"5712","36087","72",791,822,"72"
"5713","36087","81",698,1081,"81"
"5714","36091","22",8,14,"22"
"5715","36091","23",1,678,"23"
"5716","36091","31-33",27,127,"31-33"
"5717","36091","42",13,207,"42"
"5718","36091","44-45",844,725,"44-45"
"5719","36091","48-49",30,100,"48-49"
"5720","36091","51",42,79,"51"
"5721","36091","52",249,329,"52"
"5722","36091","53",59,259,"53"
"5723","36091","54",74,650,"54"
"5724","36091","56",22,320,"56"
"5725","36091","61",82,76,"61"
"5726","36091","62",564,617,"62"
"5727","36091","71",220,136,"71"
"5728","36091","72",535,562,"72"
"5729","36091","81",505,459,"81"
"5730","36093","22",1,10,"22"
"5731","36093","23",1,344,"23"
"5732","36093","31-33",16,107,"31-33"
"5733","36093","42",11,83,"42"
"5734","36093","44-45",542,429,"44-45"
"5735","36093","48-49",18,91,"48-49"
"5736","36093","51",31,55,"51"
"5737","36093","52",104,143,"52"
"5738","36093","53",29,112,"53"
"5739","36093","54",27,253,"54"
"5740","36093","56",21,200,"56"
"5741","36093","61",67,36,"61"
"5742","36093","62",288,419,"62"
"5743","36093","71",86,48,"71"
"5744","36093","72",333,350,"72"
"5745","36093","81",338,301,"81"
"5746","36101","42",1,49,"42"
"5747","36101","44-45",3,315,"44-45"
"5748","36101","54",1,122,"54"
"5749","36101","56",2,73,"56"
"5750","36101","62",3,239,"62"
"5751","36101","71",3,31,"71"
"5752","36101","72",1,225,"72"
"5753","36101","81",7,219,"81"
"5754","36103","11",2,71,"11"
"5755","36103","22",36,68,"22"
"5756","36103","23",36,7481,"23"
"5757","36103","31-33",295,1778,"31-33"
"5758","36103","42",135,2965,"42"
"5759","36103","44-45",6534,6317,"44-45"
"5760","36103","48-49",278,1241,"48-49"
"5761","36103","51",355,642,"51"
"5762","36103","52",1374,2406,"52"
"5763","36103","53",585,1900,"53"
"5764","36103","54",394,5703,"54"
"5765","36103","56",192,3765,"56"
"5766","36103","61",585,656,"61"
"5767","36103","62",3775,4899,"62"
"5768","36103","71",1331,937,"71"
"5769","36103","72",3780,4016,"72"
"5770","36103","81",3740,4841,"81"
"5771","36107","44-45",14,131,"44-45"
"5772","36107","48-49",4,19,"48-49"
"5773","36107","51",2,18,"51"
"5774","36107","52",1,33,"52"
"5775","36107","61",3,6,"61"
"5776","36107","62",6,78,"62"
"5777","36107","71",7,17,"71"
"5778","36107","72",18,89,"72"
"5779","36107","81",20,99,"81"
"5780","36111","23",1,586,"23"
"5781","36111","31-33",14,184,"31-33"
"5782","36111","42",2,168,"42"
"5783","36111","44-45",222,705,"44-45"
"5784","36111","48-49",16,131,"48-49"
"5785","36111","51",12,97,"51"
"5786","36111","52",42,201,"52"
"5787","36111","53",17,191,"53"
"5788","36111","54",10,457,"54"
"5789","36111","56",1,260,"56"
"5790","36111","61",24,88,"61"
"5791","36111","62",103,537,"62"
"5792","36111","71",61,170,"71"
"5793","36111","72",157,594,"72"
"5794","36111","81",122,458,"81"
"5795","36113","22",1,8,"22"
"5796","36113","23",1,201,"23"
"5797","36113","31-33",20,69,"31-33"
"5798","36113","42",9,58,"42"
"5799","36113","44-45",345,394,"44-45"
"5800","36113","48-49",15,30,"48-49"
"5801","36113","51",10,38,"51"
"5802","36113","52",71,91,"52"
"5803","36113","53",22,78,"53"
"5804","36113","54",21,148,"54"
"5805","36113","56",7,96,"56"
"5806","36113","61",22,18,"61"
"5807","36113","62",143,273,"62"
"5808","36113","71",70,91,"71"
"5809","36113","72",305,416,"72"
"5810","36113","81",145,199,"81"
"5811","36115","31-33",1,90,"31-33"
"5812","36115","42",1,28,"42"
"5813","36115","44-45",60,179,"44-45"
"5814","36115","48-49",4,35,"48-49"
"5815","36115","51",2,18,"51"
"5816","36115","52",15,39,"52"
"5817","36115","53",1,25,"53"
"5818","36115","54",4,60,"54"
"5819","36115","56",3,59,"56"
"5820","36115","61",9,3,"61"
"5821","36115","62",24,103,"62"
"5822","36115","71",15,30,"71"
"5823","36115","72",44,116,"72"
"5824","36115","81",32,110,"81"
"5825","36117","22",3,4,"22"
"5826","36117","44-45",120,268,"44-45"
"5827","36117","48-49",6,58,"48-49"
"5828","36117","51",4,22,"51"
"5829","36117","52",18,62,"52"
"5830","36117","53",11,64,"53"
"5831","36117","54",8,90,"54"
"5832","36117","56",1,120,"56"
"5833","36117","61",10,19,"61"
"5834","36117","62",27,132,"62"
"5835","36117","71",19,41,"71"
"5836","36117","72",40,166,"72"
"5837","36117","81",66,194,"81"
"5838","36119","11",2,50,"11"
"5839","36119","22",4,43,"22"
"5840","36119","23",22,3697,"23"
"5841","36119","31-33",144,522,"31-33"
"5842","36119","42",40,1346,"42"
"5843","36119","44-45",3561,3591,"44-45"
"5844","36119","48-49",192,614,"48-49"
"5845","36119","51",211,610,"51"
"5846","36119","52",978,1645,"52"
"5847","36119","53",323,2064,"53"
"5848","36119","54",270,4031,"54"
"5849","36119","56",118,2054,"56"
"5850","36119","61",605,621,"61"
"5851","36119","62",2717,3432,"62"
"5852","36119","71",1131,727,"71"
"5853","36119","72",2637,2731,"72"
"5854","36119","81",2460,3465,"81"
"5855","37001","22",4,8,"22"
"5856","37001","23",4,356,"23"
"5857","37001","31-33",16,192,"31-33"
"5858","37001","42",17,148,"42"
"5859","37001","44-45",705,615,"44-45"
"5860","37001","48-49",21,99,"48-49"
"5861","37001","51",26,50,"51"
"5862","37001","52",129,191,"52"
"5863","37001","53",65,148,"53"
"5864","37001","54",55,214,"54"
"5865","37001","55",1,22,"55"
"5866","37001","56",17,170,"56"
"5867","37001","61",57,39,"61"
"5868","37001","62",317,364,"62"
"5869","37001","71",97,50,"71"
"5870","37001","72",381,331,"72"
"5871","37001","81",429,337,"81"
"5872","37003","23",1,72,"23"
"5873","37003","42",1,16,"42"
"5874","37003","44-45",23,78,"44-45"
"5875","37003","51",1,4,"51"
"5876","37003","52",1,30,"52"
"5877","37003","53",1,12,"53"
"5878","37003","54",1,36,"54"
"5879","37003","56",2,23,"56"
"5880","37003","62",9,51,"62"
"5881","37003","71",3,13,"71"
"5882","37003","72",6,37,"72"
"5883","37003","81",17,92,"81"
"5884","37019","23",1,392,"23"
"5885","37019","31-33",6,61,"31-33"
"5886","37019","42",2,57,"42"
"5887","37019","44-45",340,444,"44-45"
"5888","37019","48-49",12,59,"48-49"
"5889","37019","51",15,28,"51"
"5890","37019","52",58,107,"52"
"5891","37019","53",37,172,"53"
"5892","37019","54",17,230,"54"
"5893","37019","56",7,184,"56"
"5894","37019","61",16,20,"61"
"5895","37019","62",142,220,"62"
"5896","37019","71",77,67,"71"
"5897","37019","72",197,308,"72"
"5898","37019","81",178,218,"81"
"5899","37021","22",4,10,"22"
"5900","37021","23",9,866,"23"
"5901","37021","31-33",105,337,"31-33"
"5902","37021","42",53,336,"42"
"5903","37021","44-45",1612,1274,"44-45"
"5904","37021","48-49",55,138,"48-49"
"5905","37021","51",63,159,"51"
"5906","37021","52",305,432,"52"
"5907","37021","53",133,596,"53"
"5908","37021","54",99,1097,"54"
"5909","37021","56",53,472,"56"
"5910","37021","61",132,169,"61"
"5911","37021","62",830,1040,"62"
"5912","37021","71",311,188,"71"
"5913","37021","72",1007,903,"72"
"5914","37021","81",930,825,"81"
"5915","37023","22",6,8,"22"
"5916","37023","23",1,141,"23"
"5917","37023","31-33",14,117,"31-33"
"5918","37023","42",5,48,"42"
"5919","37023","44-45",311,258,"44-45"
"5920","37023","48-49",15,32,"48-49"
"5921","37023","51",11,14,"51"
"5922","37023","52",54,73,"52"
"5923","37023","53",21,59,"53"
"5924","37023","54",16,85,"54"
"5925","37023","56",6,74,"56"
"5926","37023","61",38,11,"61"
"5927","37023","62",199,174,"62"
"5928","37023","71",52,17,"71"
"5929","37023","72",155,136,"72"
"5930","37023","81",229,203,"81"
"5931","37025","22",5,7,"22"
"5932","37025","23",4,581,"23"
"5933","37025","31-33",31,154,"31-33"
"5934","37025","42",17,224,"42"
"5935","37025","44-45",810,747,"44-45"
"5936","37025","48-49",25,156,"48-49"
"5937","37025","51",41,69,"51"
"5938","37025","52",157,199,"52"
"5939","37025","53",87,268,"53"
"5940","37025","54",50,417,"54"
"5941","37025","55",1,18,"55"
"5942","37025","56",23,244,"56"
"5943","37025","61",84,62,"61"
"5944","37025","62",497,410,"62"
"5945","37025","71",131,104,"71"
"5946","37025","72",457,428,"72"
"5947","37025","81",551,494,"81"
"5948","37027","22",2,4,"22"
"5949","37027","31-33",11,117,"31-33"
"5950","37027","42",4,63,"42"
"5951","37027","44-45",302,243,"44-45"
"5952","37027","48-49",11,35,"48-49"
"5953","37027","51",15,19,"51"
"5954","37027","52",60,74,"52"
"5955","37027","53",21,55,"53"
"5956","37027","54",18,78,"54"
"5957","37027","56",7,59,"56"
"5958","37027","61",29,8,"61"
"5959","37027","62",155,133,"62"
"5960","37027","71",30,23,"71"
"5961","37027","72",137,120,"72"
"5962","37027","81",199,186,"81"
"5963","37035","22",11,16,"22"
"5964","37035","23",3,342,"23"
"5965","37035","31-33",17,369,"31-33"
"5966","37035","42",29,270,"42"
"5967","37035","44-45",822,664,"44-45"
"5968","37035","48-49",18,154,"48-49"
"5969","37035","51",35,50,"51"
"5970","37035","52",161,238,"52"
"5971","37035","53",68,214,"53"
"5972","37035","54",45,333,"54"
"5973","37035","55",8,24,"55"
"5974","37035","56",25,194,"56"
"5975","37035","61",56,37,"61"
"5976","37035","62",400,414,"62"
"5977","37035","71",92,53,"71"
"5978","37035","72",366,372,"72"
"5979","37035","81",458,446,"81"
"5980","37037","44-45",37,180,"44-45"
"5981","37037","48-49",2,47,"48-49"
"5982","37037","51",1,17,"51"
"5983","37037","52",7,68,"52"
"5984","37037","53",6,63,"53"
"5985","37037","54",4,193,"54"
"5986","37037","56",1,103,"56"
"5987","37037","61",3,23,"61"
"5988","37037","62",26,136,"62"
"5989","37037","71",13,25,"71"
"5990","37037","72",23,101,"72"
"5991","37037","81",28,165,"81"
"5992","37045","22",8,6,"22"
"5993","37045","31-33",2,116,"31-33"
"5994","37045","42",2,78,"42"
"5995","37045","44-45",83,367,"44-45"
"5996","37045","48-49",3,52,"48-49"
"5997","37045","51",4,23,"51"
"5998","37045","52",21,92,"52"
"5999","37045","53",2,88,"53"
"6000","37045","54",8,117,"54"
"6001","37045","56",2,95,"56"
"6002","37045","61",8,15,"61"
"6003","37045","62",56,236,"62"
"6004","37045","71",9,24,"71"
"6005","37045","72",47,173,"72"
"6006","37045","81",66,285,"81"
"6007","37051","22",7,15,"22"
"6008","37051","23",12,429,"23"
"6009","37051","31-33",34,97,"31-33"
"6010","37051","42",31,152,"42"
"6011","37051","44-45",1290,1087,"44-45"
"6012","37051","48-49",62,151,"48-49"
"6013","37051","51",64,81,"51"
"6014","37051","52",215,294,"52"
"6015","37051","53",136,338,"53"
"6016","37051","54",98,507,"54"
"6017","37051","55",1,27,"55"
"6018","37051","56",45,254,"56"
"6019","37051","61",151,70,"61"
"6020","37051","62",717,734,"62"
"6021","37051","71",207,76,"71"
"6022","37051","72",819,717,"72"
"6023","37051","81",969,675,"81"
"6024","37057","22",5,5,"22"
"6025","37057","23",4,392,"23"
"6026","37057","31-33",9,224,"31-33"
"6027","37057","42",2,143,"42"
"6028","37057","44-45",518,472,"44-45"
"6029","37057","48-49",25,97,"48-49"
"6030","37057","51",17,24,"51"
"6031","37057","52",109,139,"52"
"6032","37057","53",34,126,"53"
"6033","37057","54",26,187,"54"
"6034","37057","55",1,10,"55"
"6035","37057","56",14,173,"56"
"6036","37057","61",48,21,"61"
"6037","37057","62",214,195,"62"
"6038","37057","71",65,37,"71"
"6039","37057","72",223,235,"72"
"6040","37057","81",382,331,"81"
"6041","37059","31-33",1,42,"31-33"
"6042","37059","44-45",29,129,"44-45"
"6043","37059","48-49",2,26,"48-49"
"6044","37059","52",13,38,"52"
"6045","37059","53",3,33,"53"
"6046","37059","54",6,75,"54"
"6047","37059","61",3,4,"61"
"6048","37059","62",27,64,"62"
"6049","37059","71",4,14,"71"
"6050","37059","72",20,69,"72"
"6051","37059","81",28,102,"81"
"6052","37063","22",4,8,"22"
"6053","37063","23",4,580,"23"
"6054","37063","31-33",39,178,"31-33"
"6055","37063","42",30,288,"42"
"6056","37063","44-45",1166,927,"44-45"
"6057","37063","48-49",47,148,"48-49"
"6058","37063","51",71,197,"51"
"6059","37063","52",243,412,"52"
"6060","37063","53",107,410,"53"
"6061","37063","54",91,1226,"54"
"6062","37063","55",1,57,"55"
"6063","37063","56",47,491,"56"
"6064","37063","61",153,182,"61"
"6065","37063","62",896,890,"62"
"6066","37063","71",276,135,"71"
"6067","37063","72",819,815,"72"
"6068","37063","81",758,738,"81"
"6069","37065","22",3,4,"22"
"6070","37065","42",1,21,"42"
"6071","37065","44-45",49,130,"44-45"
"6072","37065","48-49",1,24,"48-49"
"6073","37065","51",2,25,"51"
"6074","37065","52",2,33,"52"
"6075","37065","53",2,34,"53"
"6076","37065","54",2,42,"54"
"6077","37065","56",2,35,"56"
"6078","37065","61",11,5,"61"
"6079","37065","62",25,98,"62"
"6080","37065","71",20,6,"71"
"6081","37065","72",16,57,"72"
"6082","37065","81",61,94,"81"
"6083","37067","22",4,13,"22"
"6084","37067","23",6,772,"23"
"6085","37067","31-33",67,300,"31-33"
"6086","37067","42",35,411,"42"
"6087","37067","44-45",1538,1347,"44-45"
"6088","37067","48-49",63,213,"48-49"
"6089","37067","51",88,133,"51"
"6090","37067","52",392,578,"52"
"6091","37067","53",167,452,"53"
"6092","37067","54",108,952,"54"
"6093","37067","55",1,84,"55"
"6094","37067","56",53,534,"56"
"6095","37067","61",162,108,"61"
"6096","37067","62",778,843,"62"
"6097","37067","71",263,151,"71"
"6098","37067","72",915,836,"72"
"6099","37067","81",1116,910,"81"
"6100","37069","23",2,218,"23"
"6101","37069","31-33",2,55,"31-33"
"6102","37069","42",6,48,"42"
"6103","37069","44-45",55,145,"44-45"
"6104","37069","48-49",5,43,"48-49"
"6105","37069","51",3,17,"51"
"6106","37069","52",11,35,"52"
"6107","37069","53",5,42,"53"
"6108","37069","54",5,91,"54"
"6109","37069","56",4,87,"56"
"6110","37069","61",3,14,"61"
"6111","37069","62",22,80,"62"
"6112","37069","71",10,8,"71"
"6113","37069","72",19,61,"72"
"6114","37069","81",37,128,"81"
"6115","37071","22",13,25,"22"
"6116","37071","23",5,409,"23"
"6117","37071","31-33",29,271,"31-33"
"6118","37071","42",17,205,"42"
"6119","37071","44-45",743,636,"44-45"
"6120","37071","48-49",28,143,"48-49"
"6121","37071","51",39,47,"51"
"6122","37071","52",163,205,"52"
"6123","37071","53",81,208,"53"
"6124","37071","54",58,299,"54"
"6125","37071","55",1,40,"55"
"6126","37071","56",29,233,"56"
"6127","37071","61",79,45,"61"
"6128","37071","62",419,494,"62"
"6129","37071","71",128,40,"71"
"6130","37071","72",401,386,"72"
"6131","37071","81",564,562,"81"
"6132","37077","44-45",3,136,"44-45"
"6133","37077","81",2,111,"81"
"6134","37081","22",9,9,"22"
"6135","37081","23",12,1177,"23"
"6136","37081","31-33",69,562,"31-33"
"6137","37081","42",65,1083,"42"
"6138","37081","44-45",2192,1826,"44-45"
"6139","37081","48-49",84,411,"48-49"
"6140","37081","51",126,233,"51"
"6141","37081","52",570,868,"52"
"6142","37081","53",219,733,"53"
"6143","37081","54",172,1518,"54"
"6144","37081","55",3,138,"55"
"6145","37081","56",71,788,"56"
"6146","37081","61",240,173,"61"
"6147","37081","62",1336,1346,"62"
"6148","37081","71",415,206,"71"
"6149","37081","72",1321,1258,"72"
"6150","37081","81",1472,1304,"81"
"6151","37085","22",2,3,"22"
"6152","37085","23",2,278,"23"
"6153","37085","31-33",3,66,"31-33"
"6154","37085","44-45",76,273,"44-45"
"6155","37085","48-49",4,59,"48-49"
"6156","37085","51",3,18,"51"
"6157","37085","52",9,92,"52"
"6158","37085","53",2,78,"53"
"6159","37085","54",5,123,"54"
"6160","37085","56",3,104,"56"
"6161","37085","61",15,19,"61"
"6162","37085","62",27,172,"62"
"6163","37085","71",13,23,"71"
"6164","37085","72",32,162,"72"
"6165","37085","81",54,194,"81"
"6166","37087","22",1,4,"22"
"6167","37087","23",2,186,"23"
"6168","37087","31-33",8,41,"31-33"
"6169","37087","42",2,43,"42"
"6170","37087","44-45",300,232,"44-45"
"6171","37087","48-49",12,27,"48-49"
"6172","37087","51",7,18,"51"
"6173","37087","52",58,77,"52"
"6174","37087","53",22,70,"53"
"6175","37087","54",14,114,"54"
"6176","37087","56",8,68,"56"
"6177","37087","61",21,14,"61"
"6178","37087","62",138,138,"62"
"6179","37087","71",25,17,"71"
"6180","37087","72",135,165,"72"
"6181","37087","81",176,176,"81"
"6182","37089","11",1,9,"11"
"6183","37089","22",3,7,"22"
"6184","37089","23",4,428,"23"
"6185","37089","31-33",22,125,"31-33"
"6186","37089","42",11,128,"42"
"6187","37089","44-45",521,403,"44-45"
"6188","37089","48-49",17,52,"48-49"
"6189","37089","51",19,35,"51"
"6190","37089","52",116,129,"52"
"6191","37089","53",46,150,"53"
"6192","37089","54",34,246,"54"
"6193","37089","56",14,189,"56"
"6194","37089","61",50,28,"61"
"6195","37089","62",297,277,"62"
"6196","37089","71",87,40,"71"
"6197","37089","72",244,233,"72"
"6198","37089","81",350,308,"81"
"6199","37093","23",1,43,"23"
"6200","37093","31-33",3,20,"31-33"
"6201","37093","42",2,11,"42"
"6202","37093","44-45",100,81,"44-45"
"6203","37093","48-49",6,17,"48-49"
"6204","37093","51",2,6,"51"
"6205","37093","52",15,16,"52"
"6206","37093","53",8,18,"53"
"6207","37093","54",7,32,"54"
"6208","37093","56",7,21,"56"
"6209","37093","61",17,10,"61"
"6210","37093","62",70,72,"62"
"6211","37093","71",16,6,"71"
"6212","37093","72",41,32,"72"
"6213","37093","81",66,59,"81"
"6214","37097","22",4,9,"22"
"6215","37097","23",5,533,"23"
"6216","37097","31-33",28,288,"31-33"
"6217","37097","42",24,334,"42"
"6218","37097","44-45",736,666,"44-45"
"6219","37097","48-49",24,142,"48-49"
"6220","37097","51",36,57,"51"
"6221","37097","52",190,264,"52"
"6222","37097","53",74,253,"53"
"6223","37097","54",53,458,"54"
"6224","37097","55",2,38,"55"
"6225","37097","56",26,302,"56"
"6226","37097","61",77,55,"61"
"6227","37097","62",439,504,"62"
"6228","37097","71",130,132,"71"
"6229","37097","72",404,386,"72"
"6230","37097","81",486,485,"81"
"6231","37101","22",5,5,"22"
"6232","37101","23",5,663,"23"
"6233","37101","31-33",7,105,"31-33"
"6234","37101","42",7,124,"42"
"6235","37101","44-45",240,557,"44-45"
"6236","37101","48-49",5,145,"48-49"
"6237","37101","51",7,40,"51"
"6238","37101","52",52,180,"52"
"6239","37101","53",18,135,"53"
"6240","37101","54",19,285,"54"
"6241","37101","56",12,207,"56"
"6242","37101","61",21,41,"61"
"6243","37101","62",158,324,"62"
"6244","37101","71",42,46,"71"
"6245","37101","72",149,313,"72"
"6246","37101","81",190,334,"81"
"6247","37109","11",1,7,"11"
"6248","37109","22",2,4,"22"
"6249","37109","31-33",3,107,"31-33"
"6250","37109","42",2,75,"42"
"6251","37109","44-45",88,237,"44-45"
"6252","37109","48-49",4,66,"48-49"
"6253","37109","51",5,23,"51"
"6254","37109","52",22,90,"52"
"6255","37109","53",10,83,"53"
"6256","37109","54",8,143,"54"
"6257","37109","55",1,10,"55"
"6258","37109","56",4,112,"56"
"6259","37109","61",3,13,"61"
"6260","37109","62",57,167,"62"
"6261","37109","71",19,27,"71"
"6262","37109","72",55,124,"72"
"6263","37109","81",80,223,"81"
"6264","37111","44-45",9,131,"44-45"
"6265","37111","48-49",2,19,"48-49"
"6266","37111","52",3,31,"52"
"6267","37111","56",1,40,"56"
"6268","37111","61",1,6,"61"
"6269","37111","62",4,88,"62"
"6270","37111","71",2,17,"71"
"6271","37111","72",5,83,"72"
"6272","37111","81",8,98,"81"
"6273","37115","42",1,5,"42"
"6274","37115","44-45",24,40,"44-45"
"6275","37115","48-49",1,12,"48-49"
"6276","37115","51",1,4,"51"
"6277","37115","52",4,10,"52"
"6278","37115","53",1,19,"53"
"6279","37115","54",2,27,"54"
"6280","37115","61",6,5,"61"
"6281","37115","62",16,34,"62"
"6282","37115","71",4,10,"71"
"6283","37115","72",14,43,"72"
"6284","37115","81",6,41,"81"
"6285","37119","22",7,79,"22"
"6286","37119","23",21,2667,"23"
"6287","37119","31-33",196,756,"31-33"
"6288","37119","42",140,2149,"42"
"6289","37119","44-45",4284,3524,"44-45"
"6290","37119","48-49",220,1069,"48-49"
"6291","37119","51",272,692,"51"
"6292","37119","52",1270,2421,"52"
"6293","37119","53",581,2553,"53"
"6294","37119","54",340,4500,"54"
"6295","37119","55",7,657,"55"
"6296","37119","56",227,2021,"56"
"6297","37119","61",468,517,"61"
"6298","37119","62",3340,3211,"62"
"6299","37119","71",935,617,"71"
"6300","37119","72",3064,2950,"72"
"6301","37119","81",3201,2746,"81"
"6302","37127","31-33",12,90,"31-33"
"6303","37127","42",10,118,"42"
"6304","37127","44-45",372,397,"44-45"
"6305","37127","48-49",18,48,"48-49"
"6306","37127","51",24,26,"51"
"6307","37127","52",82,130,"52"
"6308","37127","53",25,87,"53"
"6309","37127","54",17,136,"54"
"6310","37127","55",1,24,"55"
"6311","37127","56",6,140,"56"
"6312","37127","61",30,16,"61"
"6313","37127","62",184,230,"62"
"6314","37127","71",46,24,"71"
"6315","37127","72",191,199,"72"
"6316","37127","81",205,209,"81"
"6317","37129","11",1,3,"11"
"6318","37129","22",4,18,"22"
"6319","37129","23",16,835,"23"
"6320","37129","31-33",63,195,"31-33"
"6321","37129","42",47,347,"42"
"6322","37129","44-45",1348,1053,"44-45"
"6323","37129","48-49",52,181,"48-49"
"6324","37129","51",52,122,"51"
"6325","37129","52",299,443,"52"
"6326","37129","53",127,569,"53"
"6327","37129","54",84,969,"54"
"6328","37129","55",1,35,"55"
"6329","37129","56",59,440,"56"
"6330","37129","61",105,95,"61"
"6331","37129","62",706,869,"62"
"6332","37129","71",283,163,"71"
"6333","37129","72",863,786,"72"
"6334","37129","81",774,690,"81"
"6335","37133","22",4,8,"22"
"6336","37133","23",1,290,"23"
"6337","37133","31-33",10,42,"31-33"
"6338","37133","42",14,62,"42"
"6339","37133","44-45",494,548,"44-45"
"6340","37133","48-49",19,62,"48-49"
"6341","37133","51",25,43,"51"
"6342","37133","52",65,135,"52"
"6343","37133","53",56,211,"53"
"6344","37133","54",39,235,"54"
"6345","37133","55",1,12,"55"
"6346","37133","56",15,156,"56"
"6347","37133","61",49,34,"61"
"6348","37133","62",223,270,"62"
"6349","37133","71",68,46,"71"
"6350","37133","72",317,401,"72"
"6351","37133","81",369,331,"81"
"6352","37135","22",3,3,"22"
"6353","37135","31-33",18,68,"31-33"
"6354","37135","42",7,93,"42"
"6355","37135","44-45",439,343,"44-45"
"6356","37135","48-49",17,32,"48-49"
"6357","37135","51",27,79,"51"
"6358","37135","52",110,186,"52"
"6359","37135","53",36,191,"53"
"6360","37135","54",26,584,"54"
"6361","37135","56",14,163,"56"
"6362","37135","61",78,103,"61"
"6363","37135","62",421,406,"62"
"6364","37135","71",141,80,"71"
"6365","37135","72",366,336,"72"
"6366","37135","81",331,324,"81"
"6367","37141","23",1,214,"23"
"6368","37141","44-45",21,158,"44-45"
"6369","37141","53",3,77,"53"
"6370","37141","54",2,101,"54"
"6371","37141","61",2,11,"61"
"6372","37141","62",3,104,"62"
"6373","37141","71",1,27,"71"
"6374","37141","72",5,106,"72"
"6375","37141","81",6,122,"81"
"6376","37147","22",5,6,"22"
"6377","37147","23",3,333,"23"
"6378","37147","31-33",18,94,"31-33"
"6379","37147","42",33,147,"42"
"6380","37147","44-45",569,604,"44-45"
"6381","37147","48-49",28,87,"48-49"
"6382","37147","51",43,75,"51"
"6383","37147","52",178,228,"52"
"6384","37147","53",61,214,"53"
"6385","37147","54",38,307,"54"
"6386","37147","55",1,12,"55"
"6387","37147","56",20,191,"56"
"6388","37147","61",68,41,"61"
"6389","37147","62",387,501,"62"
"6390","37147","71",91,54,"71"
"6391","37147","72",370,387,"72"
"6392","37147","81",379,356,"81"
"6393","37151","23",1,303,"23"
"6394","37151","31-33",3,271,"31-33"
"6395","37151","42",3,146,"42"
"6396","37151","44-45",124,382,"44-45"
"6397","37151","48-49",7,92,"48-49"
"6398","37151","51",1,23,"51"
"6399","37151","52",21,120,"52"
"6400","37151","53",6,79,"53"
"6401","37151","54",6,143,"54"
"6402","37151","56",4,131,"56"
"6403","37151","61",13,15,"61"
"6404","37151","62",29,217,"62"
"6405","37151","71",10,31,"71"
"6406","37151","72",43,210,"72"
"6407","37151","81",83,297,"81"
"6408","37155","22",1,9,"22"
"6409","37155","44-45",9,408,"44-45"
"6410","37155","48-49",3,59,"48-49"
"6411","37155","51",1,19,"51"
"6412","37155","61",1,6,"61"
"6413","37155","62",5,268,"62"
"6414","37155","71",2,20,"71"
"6415","37155","72",2,178,"72"
"6416","37155","81",8,211,"81"
"6417","37159","22",9,11,"22"
"6418","37159","23",1,313,"23"
"6419","37159","31-33",11,179,"31-33"
"6420","37159","42",10,135,"42"
"6421","37159","44-45",475,403,"44-45"
"6422","37159","48-49",23,108,"48-49"
"6423","37159","51",18,21,"51"
"6424","37159","52",116,126,"52"
"6425","37159","53",27,105,"53"
"6426","37159","54",23,174,"54"
"6427","37159","55",1,26,"55"
"6428","37159","56",12,149,"56"
"6429","37159","61",49,30,"61"
"6430","37159","62",234,248,"62"
"6431","37159","71",84,59,"71"
"6432","37159","72",225,236,"72"
"6433","37159","81",387,338,"81"
"6434","37169","23",1,101,"23"
"6435","37169","31-33",2,32,"31-33"
"6436","37169","44-45",71,105,"44-45"
"6437","37169","48-49",4,24,"48-49"
"6438","37169","51",2,7,"51"
"6439","37169","52",18,26,"52"
"6440","37169","53",8,29,"53"
"6441","37169","54",6,35,"54"
"6442","37169","61",11,7,"61"
"6443","37169","62",29,49,"62"
"6444","37169","71",5,12,"71"
"6445","37169","72",37,55,"72"
"6446","37169","81",50,82,"81"
"6447","37175","44-45",3,111,"44-45"
"6448","37175","48-49",1,6,"48-49"
"6449","37175","52",1,39,"52"
"6450","37175","81",2,99,"81"
"6451","37179","22",5,7,"22"
"6452","37179","23",6,858,"23"
"6453","37179","31-33",23,230,"31-33"
"6454","37179","42",25,323,"42"
"6455","37179","44-45",651,547,"44-45"
"6456","37179","48-49",27,223,"48-49"
"6457","37179","51",31,66,"51"
"6458","37179","52",155,237,"52"
"6459","37179","53",69,267,"53"
"6460","37179","54",42,539,"54"
"6461","37179","56",34,350,"56"
"6462","37179","61",72,54,"61"
"6463","37179","62",387,359,"62"
"6464","37179","71",123,76,"71"
"6465","37179","72",340,325,"72"
"6466","37179","81",463,510,"81"
"6467","37183","22",7,79,"22"
"6468","37183","23",17,2940,"23"
"6469","37183","31-33",157,588,"31-33"
"6470","37183","42",107,1380,"42"
"6471","37183","44-45",3890,3462,"44-45"
"6472","37183","48-49",155,541,"48-49"
"6473","37183","51",232,686,"51"
