"","county_fips","naics","count_sg","count_cbp","naics_factor"
"2525","20015","52",23,100,"52"
"2526","20015","53",4,68,"53"
"2527","20015","54",9,107,"54"
"2528","20015","56",1,56,"56"
"2529","20015","61",11,16,"61"
"2530","20015","62",40,154,"62"
"2531","20015","71",8,22,"71"
"2532","20015","72",33,111,"72"
"2533","20015","81",44,142,"81"
"2534","20043","44-45",9,21,"44-45"
"2535","20043","48-49",3,18,"48-49"
"2536","20043","52",4,10,"52"
"2537","20043","62",6,12,"62"
"2538","20043","72",2,8,"72"
"2539","20043","81",7,19,"81"
"2540","20045","22",2,5,"22"
"2541","20045","23",2,281,"23"
"2542","20045","31-33",16,68,"31-33"
"2543","20045","42",11,93,"42"
"2544","20045","44-45",357,377,"44-45"
"2545","20045","48-49",16,48,"48-49"
"2546","20045","51",27,44,"51"
"2547","20045","52",135,193,"52"
"2548","20045","53",31,162,"53"
"2549","20045","54",22,299,"54"
"2550","20045","56",12,131,"56"
"2551","20045","61",52,58,"61"
"2552","20045","62",277,316,"62"
"2553","20045","71",101,50,"71"
"2554","20045","72",292,328,"72"
"2555","20045","81",262,274,"81"
"2556","20087","44-45",16,44,"44-45"
"2557","20087","48-49",1,14,"48-49"
"2558","20087","51",1,4,"51"
"2559","20087","52",1,16,"52"
"2560","20087","61",1,5,"61"
"2561","20087","62",9,24,"62"
"2562","20087","72",6,23,"72"
"2563","20087","81",6,46,"81"
"2564","20091","22",2,11,"22"
"2565","20091","23",8,1548,"23"
"2566","20091","31-33",68,436,"31-33"
"2567","20091","42",47,1200,"42"
"2568","20091","44-45",1999,1800,"44-45"
"2569","20091","48-49",79,421,"48-49"
"2570","20091","51",110,385,"51"
"2571","20091","52",983,1826,"52"
"2572","20091","53",247,1152,"53"
"2573","20091","54",175,2789,"54"
"2574","20091","56",81,1173,"56"
"2575","20091","61",277,257,"61"
"2576","20091","62",1962,2005,"62"
"2577","20091","71",472,284,"71"
"2578","20091","72",1261,1210,"72"
"2579","20091","81",1223,1350,"81"
"2580","20103","44-45",2,152,"44-45"
"2581","20103","56",1,71,"56"
"2582","20103","81",1,155,"81"
"2583","20173","22",3,13,"22"
"2584","20173","23",10,1151,"23"
"2585","20173","31-33",73,505,"31-33"
"2586","20173","42",58,595,"42"
"2587","20173","44-45",1964,1686,"44-45"
"2588","20173","48-49",58,329,"48-49"
"2589","20173","51",126,208,"51"
"2590","20173","52",633,883,"52"
"2591","20173","53",211,624,"53"
"2592","20173","54",151,1086,"54"
"2593","20173","56",63,663,"56"
"2594","20173","61",251,132,"61"
"2595","20173","62",1298,1562,"62"
"2596","20173","71",396,179,"71"
"2597","20173","72",1244,1156,"72"
"2598","20173","81",1252,1177,"81"
"2599","20177","22",1,18,"22"
"2600","20177","23",2,372,"23"
"2601","20177","31-33",21,108,"31-33"
"2602","20177","42",25,165,"42"
"2603","20177","44-45",651,589,"44-45"
"2604","20177","48-49",24,107,"48-49"
"2605","20177","51",33,59,"51"
"2606","20177","52",256,353,"52"
"2607","20177","53",55,220,"53"
"2608","20177","54",62,393,"54"
"2609","20177","56",24,217,"56"
"2610","20177","61",82,44,"61"
"2611","20177","62",450,483,"62"
"2612","20177","71",171,56,"71"
"2613","20177","72",360,361,"72"
"2614","20177","81",471,500,"81"
"2615","20191","44-45",2,61,"44-45"
"2616","20191","52",3,33,"52"
"2617","20191","53",1,18,"53"
"2618","20191","61",4,4,"61"
"2619","20191","62",7,50,"62"
"2620","20191","72",4,37,"72"
"2621","20191","81",11,68,"81"
"2622","20209","31-33",14,172,"31-33"
"2623","20209","42",12,238,"42"
"2624","20209","44-45",551,424,"44-45"
"2625","20209","48-49",23,191,"48-49"
"2626","20209","51",36,39,"51"
"2627","20209","52",114,135,"52"
"2628","20209","53",38,129,"53"
"2629","20209","54",34,189,"54"
"2630","20209","56",17,166,"56"
"2631","20209","61",86,16,"61"
"2632","20209","62",307,301,"62"
"2633","20209","71",71,29,"71"
"2634","20209","72",328,277,"72"
"2635","20209","81",379,342,"81"
"2636","21015","22",2,17,"22"
"2637","21015","23",3,277,"23"
"2638","21015","31-33",16,164,"31-33"
"2639","21015","42",18,206,"42"
"2640","21015","44-45",532,485,"44-45"
"2641","21015","48-49",33,224,"48-49"
"2642","21015","51",42,38,"51"
"2643","21015","52",168,191,"52"
"2644","21015","53",73,150,"53"
"2645","21015","54",35,248,"54"
"2646","21015","56",28,169,"56"
"2647","21015","61",53,27,"61"
"2648","21015","62",305,278,"62"
"2649","21015","71",66,52,"71"
"2650","21015","72",371,323,"72"
"2651","21015","81",260,244,"81"
"2652","21019","23",2,71,"23"
"2653","21019","31-33",6,36,"31-33"
"2654","21019","42",11,62,"42"
"2655","21019","44-45",274,225,"44-45"
"2656","21019","48-49",7,39,"48-49"
"2657","21019","51",13,24,"51"
"2658","21019","52",57,75,"52"
"2659","21019","53",18,39,"53"
"2660","21019","54",11,84,"54"
"2661","21019","56",4,40,"56"
"2662","21019","61",31,5,"61"
"2663","21019","62",163,208,"62"
"2664","21019","71",18,13,"71"
"2665","21019","72",111,123,"72"
"2666","21019","81",145,155,"81"
"2667","21029","23",3,193,"23"
"2668","21029","31-33",5,52,"31-33"
"2669","21029","42",5,33,"42"
"2670","21029","44-45",194,167,"44-45"
"2671","21029","48-49",13,60,"48-49"
"2672","21029","51",14,10,"51"
"2673","21029","52",52,71,"52"
"2674","21029","53",15,45,"53"
"2675","21029","54",18,79,"54"
"2676","21029","56",10,78,"56"
"2677","21029","61",28,8,"61"
"2678","21029","62",148,123,"62"
"2679","21029","71",33,19,"71"
"2680","21029","72",101,89,"72"
"2681","21029","81",135,134,"81"
"2682","21037","23",3,198,"23"
"2683","21037","31-33",10,76,"31-33"
"2684","21037","42",7,63,"42"
"2685","21037","44-45",307,237,"44-45"
"2686","21037","48-49",13,36,"48-49"
"2687","21037","51",28,32,"51"
"2688","21037","52",71,98,"52"
"2689","21037","53",17,78,"53"
"2690","21037","54",28,161,"54"
"2691","21037","56",7,78,"56"
"2692","21037","61",52,22,"61"
"2693","21037","62",203,169,"62"
"2694","21037","71",66,34,"71"
"2695","21037","72",236,223,"72"
"2696","21037","81",176,175,"81"
"2697","21047","31-33",1,80,"31-33"
"2698","21047","42",1,72,"42"
"2699","21047","44-45",61,242,"44-45"
"2700","21047","48-49",6,52,"48-49"
"2701","21047","51",3,20,"51"
"2702","21047","52",2,83,"52"
"2703","21047","53",7,61,"53"
"2704","21047","54",4,85,"54"
"2705","21047","61",6,12,"61"
"2706","21047","62",10,159,"62"
"2707","21047","71",4,9,"71"
"2708","21047","72",63,121,"72"
"2709","21047","81",28,160,"81"
"2710","21059","22",1,6,"22"
"2711","21059","23",3,216,"23"
"2712","21059","31-33",11,92,"31-33"
"2713","21059","42",14,106,"42"
"2714","21059","44-45",422,393,"44-45"
"2715","21059","48-49",19,64,"48-49"
"2716","21059","51",20,25,"51"
"2717","21059","52",135,178,"52"
"2718","21059","53",41,107,"53"
"2719","21059","54",16,149,"54"
"2720","21059","56",14,100,"56"
"2721","21059","61",50,30,"61"
"2722","21059","62",272,326,"62"
"2723","21059","71",63,35,"71"
"2724","21059","72",196,197,"72"
"2725","21059","81",198,242,"81"
"2726","21067","22",1,17,"22"
"2727","21067","23",13,595,"23"
"2728","21067","31-33",62,222,"31-33"
"2729","21067","42",43,391,"42"
"2730","21067","44-45",1374,1164,"44-45"
"2731","21067","48-49",49,157,"48-49"
"2732","21067","51",80,205,"51"
"2733","21067","52",406,591,"52"
"2734","21067","53",148,501,"53"
"2735","21067","54",124,1162,"54"
"2736","21067","56",55,481,"56"
"2737","21067","61",178,129,"61"
"2738","21067","62",1181,1201,"62"
"2739","21067","71",273,175,"71"
"2740","21067","72",907,853,"72"
"2741","21067","81",754,811,"81"
"2742","21089","31-33",1,16,"31-33"
"2743","21089","44-45",91,87,"44-45"
"2744","21089","48-49",8,10,"48-49"
"2745","21089","51",6,6,"51"
"2746","21089","52",27,40,"52"
"2747","21089","53",3,14,"53"
"2748","21089","54",11,25,"54"
"2749","21089","56",4,30,"56"
"2750","21089","61",15,5,"61"
"2751","21089","62",78,76,"62"
"2752","21089","71",8,5,"71"
"2753","21089","72",43,38,"72"
"2754","21089","81",57,54,"81"
"2755","21093","22",1,10,"22"
"2756","21093","23",2,177,"23"
"2757","21093","31-33",4,67,"31-33"
"2758","21093","42",15,68,"42"
"2759","21093","44-45",467,397,"44-45"
"2760","21093","48-49",17,63,"48-49"
"2761","21093","51",22,42,"51"
"2762","21093","52",103,142,"52"
"2763","21093","53",39,112,"53"
"2764","21093","54",26,149,"54"
"2765","21093","56",8,97,"56"
"2766","21093","61",52,15,"61"
"2767","21093","62",256,314,"62"
"2768","21093","71",63,25,"71"
"2769","21093","72",233,210,"72"
"2770","21093","81",283,213,"81"
"2771","21101","23",1,82,"23"
"2772","21101","31-33",3,69,"31-33"
"2773","21101","42",4,43,"42"
"2774","21101","44-45",151,146,"44-45"
"2775","21101","48-49",6,30,"48-49"
"2776","21101","51",6,12,"51"
"2777","21101","52",53,76,"52"
"2778","21101","53",15,53,"53"
"2779","21101","54",11,77,"54"
"2780","21101","56",4,47,"56"
"2781","21101","61",19,6,"61"
"2782","21101","62",97,144,"62"
"2783","21101","71",13,12,"71"
"2784","21101","72",79,81,"72"
"2785","21101","81",88,105,"81"
"2786","21111","22",6,34,"22"
"2787","21111","23",28,1395,"23"
"2788","21111","31-33",107,680,"31-33"
"2789","21111","42",70,1039,"42"
"2790","21111","44-45",3047,2597,"44-45"
"2791","21111","48-49",123,591,"48-49"
"2792","21111","51",164,397,"51"
"2793","21111","52",927,1615,"52"
"2794","21111","53",313,1129,"53"
"2795","21111","54",237,2242,"54"
"2796","21111","56",109,1097,"56"
"2797","21111","61",379,251,"61"
"2798","21111","62",2683,2520,"62"
"2799","21111","71",523,343,"71"
"2800","21111","72",2069,1843,"72"
"2801","21111","81",1884,1859,"81"
"2802","21113","31-33",2,69,"31-33"
"2803","21113","44-45",52,153,"44-45"
"2804","21113","48-49",1,27,"48-49"
"2805","21113","51",2,14,"51"
"2806","21113","52",10,63,"52"
"2807","21113","53",3,54,"53"
"2808","21113","54",4,109,"54"
"2809","21113","56",2,76,"56"
"2810","21113","62",21,123,"62"
"2811","21113","71",12,20,"71"
"2812","21113","72",19,82,"72"
"2813","21113","81",21,136,"81"
"2814","21117","22",3,8,"22"
"2815","21117","23",1,303,"23"
"2816","21117","31-33",14,108,"31-33"
"2817","21117","42",5,153,"42"
"2818","21117","44-45",425,379,"44-45"
"2819","21117","48-49",17,119,"48-49"
"2820","21117","51",32,53,"51"
"2821","21117","52",159,235,"52"
"2822","21117","53",39,140,"53"
"2823","21117","54",27,368,"54"
"2824","21117","56",17,153,"56"
"2825","21117","61",91,37,"61"
"2826","21117","62",375,396,"62"
"2827","21117","71",92,44,"71"
"2828","21117","72",313,319,"72"
"2829","21117","81",289,306,"81"
"2830","21163","44-45",19,58,"44-45"
"2831","21163","48-49",1,10,"48-49"
"2832","21163","53",2,20,"53"
"2833","21163","54",1,18,"54"
"2834","21163","62",1,34,"62"
"2835","21163","71",1,4,"71"
"2836","21163","72",9,32,"72"
"2837","21163","81",9,41,"81"
"2838","21185","22",1,4,"22"
"2839","21185","31-33",3,44,"31-33"
"2840","21185","42",4,64,"42"
"2841","21185","44-45",156,107,"44-45"
"2842","21185","48-49",7,15,"48-49"
"2843","21185","51",8,16,"51"
"2844","21185","52",44,74,"52"
"2845","21185","53",12,72,"53"
"2846","21185","54",19,190,"54"
"2847","21185","56",12,93,"56"
"2848","21185","61",31,21,"61"
"2849","21185","62",136,148,"62"
"2850","21185","71",33,28,"71"
"2851","21185","72",83,72,"72"
"2852","21185","81",129,113,"81"
"2853","21209","44-45",19,115,"44-45"
"2854","21209","48-49",3,31,"48-49"
"2855","21209","51",2,11,"51"
"2856","21209","52",4,57,"52"
"2857","21209","53",2,53,"53"
"2858","21209","54",2,91,"54"
"2859","21209","56",1,44,"56"
"2860","21209","61",3,9,"61"
"2861","21209","62",25,131,"62"
"2862","21209","71",4,20,"71"
"2863","21209","72",20,109,"72"
"2864","21209","81",17,104,"81"
"2865","21211","44-45",15,193,"44-45"
"2866","21211","48-49",1,32,"48-49"
"2867","21211","52",2,67,"52"
"2868","21211","54",4,98,"54"
"2869","21211","56",1,50,"56"
"2870","21211","61",1,10,"61"
"2871","21211","62",6,99,"62"
"2872","21211","71",7,13,"71"
"2873","21211","72",9,82,"72"
"2874","21211","81",6,112,"81"
"2875","21227","23",1,237,"23"
"2876","21227","31-33",11,104,"31-33"
"2877","21227","42",29,150,"42"
"2878","21227","44-45",578,509,"44-45"
"2879","21227","48-49",24,87,"48-49"
"2880","21227","51",26,39,"51"
"2881","21227","52",173,193,"52"
"2882","21227","53",69,140,"53"
"2883","21227","54",27,217,"54"
"2884","21227","56",21,157,"56"
"2885","21227","61",62,35,"61"
"2886","21227","62",283,372,"62"
"2887","21227","71",93,43,"71"
"2888","21227","72",335,294,"72"
"2889","21227","81",281,248,"81"
"2890","22001","44-45",11,180,"44-45"
"2891","22001","52",1,77,"52"
"2892","22001","53",1,43,"53"
"2893","22001","54",2,128,"54"
"2894","22001","62",4,124,"62"
"2895","22001","72",9,85,"72"
"2896","22001","81",6,96,"81"
"2897","22005","21",1,7,"21"
"2898","22005","31-33",6,96,"31-33"
"2899","22005","42",16,156,"42"
"2900","22005","44-45",415,397,"44-45"
"2901","22005","48-49",18,78,"48-49"
"2902","22005","51",18,20,"51"
"2903","22005","52",84,137,"52"
"2904","22005","53",51,153,"53"
"2905","22005","54",20,219,"54"
"2906","22005","56",11,124,"56"
"2907","22005","61",42,25,"61"
"2908","22005","62",228,215,"62"
"2909","22005","71",62,29,"71"
"2910","22005","72",235,247,"72"
"2911","22005","81",252,221,"81"
"2912","22007","23",2,27,"23"
"2913","22007","42",1,7,"42"
"2914","22007","44-45",34,38,"44-45"
"2915","22007","48-49",4,24,"48-49"
"2916","22007","52",11,22,"52"
"2917","22007","54",1,29,"54"
"2918","22007","62",12,15,"62"
"2919","22007","72",11,16,"72"
"2920","22007","81",16,31,"81"
"2921","22015","23",3,219,"23"
"2922","22015","31-33",17,69,"31-33"
"2923","22015","42",11,116,"42"
"2924","22015","44-45",515,432,"44-45"
"2925","22015","48-49",19,96,"48-49"
"2926","22015","51",29,25,"51"
"2927","22015","52",129,156,"52"
"2928","22015","53",78,158,"53"
"2929","22015","54",33,247,"54"
"2930","22015","56",18,111,"56"
"2931","22015","61",48,24,"61"
"2932","22015","62",212,256,"62"
"2933","22015","71",87,44,"71"
"2934","22015","72",298,277,"72"
"2935","22015","81",276,226,"81"
"2936","22017","22",2,41,"22"
"2937","22017","23",13,466,"23"
"2938","22017","31-33",29,160,"31-33"
"2939","22017","42",33,340,"42"
"2940","22017","44-45",1096,854,"44-45"
"2941","22017","48-49",50,176,"48-49"
"2942","22017","51",67,94,"51"
"2943","22017","52",320,430,"52"
"2944","22017","53",100,339,"53"
"2945","22017","54",95,614,"54"
"2946","22017","56",45,275,"56"
"2947","22017","61",137,75,"61"
"2948","22017","62",642,870,"62"
"2949","22017","71",168,93,"71"
"2950","22017","72",555,499,"72"
"2951","22017","81",768,589,"81"
"2952","22019","22",4,26,"22"
"2953","22019","23",8,367,"23"
"2954","22019","31-33",23,140,"31-33"
"2955","22019","42",27,220,"42"
"2956","22019","44-45",876,803,"44-45"
"2957","22019","48-49",44,167,"48-49"
"2958","22019","51",49,53,"51"
"2959","22019","52",272,322,"52"
"2960","22019","53",85,255,"53"
"2961","22019","54",61,474,"54"
"2962","22019","56",27,222,"56"
"2963","22019","61",88,50,"61"
"2964","22019","62",373,570,"62"
"2965","22019","71",109,67,"71"
"2966","22019","72",512,484,"72"
"2967","22019","81",492,455,"81"
"2968","22033","22",1,24,"22"
"2969","22033","23",13,847,"23"
"2970","22033","31-33",48,314,"31-33"
"2971","22033","42",74,661,"42"
"2972","22033","44-45",1884,1765,"44-45"
"2973","22033","48-49",60,257,"48-49"
"2974","22033","51",102,196,"51"
"2975","22033","52",638,932,"52"
"2976","22033","53",206,634,"53"
"2977","22033","54",158,1756,"54"
"2978","22033","56",67,628,"56"
"2979","22033","61",286,212,"61"
"2980","22033","62",1279,1405,"62"
"2981","22033","71",388,159,"71"
"2982","22033","72",1195,1105,"72"
"2983","22033","81",1408,1235,"81"
"2984","22043","31-33",1,6,"31-33"
"2985","22043","44-45",12,29,"44-45"
"2986","22043","48-49",2,10,"48-49"
"2987","22043","52",2,11,"52"
"2988","22043","53",1,4,"53"
"2989","22043","56",1,4,"56"
"2990","22043","62",6,21,"62"
"2991","22043","72",2,3,"72"
"2992","22043","81",5,30,"81"
"2993","22045","23",3,106,"23"
"2994","22045","31-33",5,108,"31-33"
"2995","22045","42",7,84,"42"
"2996","22045","44-45",298,260,"44-45"
"2997","22045","48-49",9,43,"48-49"
"2998","22045","51",10,16,"51"
"2999","22045","52",82,119,"52"
"3000","22045","53",13,87,"53"
"3001","22045","54",14,131,"54"
"3002","22045","56",4,63,"56"
"3003","22045","61",37,14,"61"
"3004","22045","62",151,189,"62"
"3005","22045","71",29,15,"71"
"3006","22045","72",132,101,"72"
"3007","22045","81",136,139,"81"
"3008","22047","31-33",1,36,"31-33"
"3009","22047","42",3,27,"42"
"3010","22047","44-45",63,87,"44-45"
"3011","22047","48-49",5,48,"48-49"
"3012","22047","51",6,6,"51"
"3013","22047","52",21,37,"52"
"3014","22047","53",1,25,"53"
"3015","22047","54",10,56,"54"
"3016","22047","56",1,33,"56"
"3017","22047","61",9,3,"61"
"3018","22047","62",40,42,"62"
"3019","22047","71",10,10,"71"
"3020","22047","72",31,41,"72"
"3021","22047","81",67,53,"81"
"3022","22051","11",1,14,"11"
"3023","22051","22",1,27,"22"
"3024","22051","23",11,990,"23"
"3025","22051","31-33",56,267,"31-33"
"3026","22051","42",52,764,"42"
"3027","22051","44-45",2014,1707,"44-45"
"3028","22051","48-49",67,456,"48-49"
"3029","22051","51",109,170,"51"
"3030","22051","52",646,883,"52"
"3031","22051","53",196,591,"53"
"3032","22051","54",144,1354,"54"
"3033","22051","56",57,647,"56"
"3034","22051","61",210,124,"61"
"3035","22051","62",941,1364,"62"
"3036","22051","71",261,167,"71"
"3037","22051","72",1301,1140,"72"
"3038","22051","81",1266,958,"81"
"3039","22055","11",1,12,"11"
"3040","22055","22",4,10,"22"
"3041","22055","23",7,545,"23"
"3042","22055","31-33",38,270,"31-33"
"3043","22055","42",39,488,"42"
"3044","22055","44-45",1316,1076,"44-45"
"3045","22055","48-49",49,230,"48-49"
"3046","22055","51",64,112,"51"
"3047","22055","52",382,561,"52"
"3048","22055","53",131,519,"53"
"3049","22055","54",78,1335,"54"
"3050","22055","56",40,383,"56"
"3051","22055","61",114,104,"61"
"3052","22055","62",732,1204,"62"
"3053","22055","71",185,108,"71"
"3054","22055","72",756,744,"72"
"3055","22055","81",645,578,"81"
"3056","22057","11",1,5,"11"
"3057","22057","22",1,5,"22"
"3058","22057","31-33",7,49,"31-33"
"3059","22057","42",2,61,"42"
"3060","22057","44-45",232,290,"44-45"
"3061","22057","48-49",11,127,"48-49"
"3062","22057","51",15,15,"51"
"3063","22057","52",81,145,"52"
"3064","22057","53",17,57,"53"
"3065","22057","54",15,169,"54"
"3066","22057","56",1,64,"56"
"3067","22057","61",36,14,"61"
"3068","22057","62",140,187,"62"
"3069","22057","71",40,26,"71"
"3070","22057","72",133,160,"72"
"3071","22057","81",119,129,"81"
"3072","22063","21",1,11,"21"
"3073","22063","23",9,295,"23"
"3074","22063","31-33",3,55,"31-33"
"3075","22063","42",15,58,"42"
"3076","22063","44-45",395,329,"44-45"
"3077","22063","48-49",17,47,"48-49"
"3078","22063","51",16,18,"51"
"3079","22063","52",93,118,"52"
"3080","22063","53",31,81,"53"
"3081","22063","54",31,147,"54"
"3082","22063","56",15,102,"56"
"3083","22063","61",45,14,"61"
"3084","22063","62",158,151,"62"
"3085","22063","71",42,23,"71"
"3086","22063","72",199,176,"72"
"3087","22063","81",251,200,"81"
"3088","22071","22",4,25,"22"
"3089","22071","23",1,374,"23"
"3090","22071","31-33",76,170,"31-33"
"3091","22071","42",15,235,"42"
"3092","22071","44-45",1647,1299,"44-45"
"3093","22071","48-49",73,212,"48-49"
"3094","22071","51",103,191,"51"
"3095","22071","52",352,486,"52"
"3096","22071","53",114,523,"53"
"3097","22071","54",106,1601,"54"
"3098","22071","56",49,400,"56"
"3099","22071","61",213,220,"61"
"3100","22071","62",673,996,"62"
"3101","22071","71",466,255,"71"
"3102","22071","72",1987,1583,"72"
"3103","22071","81",1175,906,"81"
"3104","22073","22",2,22,"22"
"3105","22073","23",5,334,"23"
"3106","22073","31-33",18,98,"31-33"
"3107","22073","42",32,187,"42"
"3108","22073","44-45",736,675,"44-45"
"3109","22073","48-49",23,115,"48-49"
"3110","22073","51",30,87,"51"
"3111","22073","52",241,293,"52"
"3112","22073","53",67,225,"53"
"3113","22073","54",35,445,"54"
"3114","22073","56",27,219,"56"
"3115","22073","61",82,37,"61"
"3116","22073","62",468,655,"62"
"3117","22073","71",80,52,"71"
"3118","22073","72",357,311,"72"
"3119","22073","81",482,377,"81"
"3120","22075","31-33",1,29,"31-33"
"3121","22075","42",1,61,"42"
"3122","22075","44-45",65,62,"44-45"
"3123","22075","48-49",4,85,"48-49"
"3124","22075","51",2,6,"51"
"3125","22075","52",19,23,"52"
"3126","22075","53",12,29,"53"
"3127","22075","54",6,55,"54"
"3128","22075","56",3,33,"56"
"3129","22075","61",8,6,"61"
"3130","22075","62",22,24,"62"
"3131","22075","71",7,16,"71"
"3132","22075","72",40,57,"72"
"3133","22075","81",44,48,"81"
"3134","22079","22",1,24,"22"
"3135","22079","23",1,187,"23"
"3136","22079","31-33",12,66,"31-33"
"3137","22079","42",19,120,"42"
"3138","22079","44-45",522,547,"44-45"
"3139","22079","48-49",26,83,"48-49"
"3140","22079","51",26,46,"51"
"3141","22079","52",206,237,"52"
"3142","22079","53",52,157,"53"
"3143","22079","54",38,277,"54"
"3144","22079","56",16,135,"56"
"3145","22079","61",69,31,"61"
"3146","22079","62",314,558,"62"
"3147","22079","71",76,32,"71"
"3148","22079","72",266,242,"72"
"3149","22079","81",337,331,"81"
"3150","22087","23",1,92,"23"
"3151","22087","31-33",4,34,"31-33"
"3152","22087","44-45",142,141,"44-45"
"3153","22087","48-49",8,38,"48-49"
"3154","22087","51",13,6,"51"
"3155","22087","52",36,35,"52"
"3156","22087","53",13,22,"53"
"3157","22087","54",11,42,"54"
"3158","22087","56",5,29,"56"
"3159","22087","61",17,8,"61"
"3160","22087","62",37,62,"62"
"3161","22087","71",25,12,"71"
"3162","22087","72",100,83,"72"
"3163","22087","81",79,54,"81"
"3164","22089","21",5,6,"21"
"3165","22089","22",2,14,"22"
"3166","22089","23",1,86,"23"
"3167","22089","31-33",4,43,"31-33"
"3168","22089","42",6,88,"42"
"3169","22089","44-45",149,120,"44-45"
"3170","22089","48-49",14,86,"48-49"
"3171","22089","51",2,11,"51"
"3172","22089","52",35,57,"52"
"3173","22089","53",15,34,"53"
"3174","22089","54",8,100,"54"
"3175","22089","56",6,61,"56"
"3176","22089","61",22,7,"61"
"3177","22089","62",76,81,"62"
"3178","22089","71",58,19,"71"
"3179","22089","72",96,80,"72"
"3180","22089","81",101,90,"81"
"3181","22095","21",4,3,"21"
"3182","22095","31-33",1,19,"31-33"
"3183","22095","42",3,33,"42"
"3184","22095","44-45",132,109,"44-45"
"3185","22095","48-49",9,43,"48-49"
"3186","22095","51",13,17,"51"
"3187","22095","52",50,54,"52"
"3188","22095","53",11,35,"53"
"3189","22095","54",14,43,"54"
"3190","22095","56",3,49,"56"
"3191","22095","61",18,12,"61"
"3192","22095","62",65,74,"62"
"3193","22095","71",18,13,"71"
"3194","22095","72",84,86,"72"
"3195","22095","81",100,60,"81"
"3196","22097","31-33",1,57,"31-33"
"3197","22097","44-45",9,299,"44-45"
"3198","22097","48-49",1,73,"48-49"
"3199","22097","52",1,120,"52"
"3200","22097","56",2,36,"56"
"3201","22097","61",6,16,"61"
"3202","22097","62",7,275,"62"
"3203","22097","72",5,104,"72"
"3204","22097","81",7,125,"81"
"3205","22099","23",1,104,"23"
"3206","22099","44-45",36,148,"44-45"
"3207","22099","48-49",2,48,"48-49"
"3208","22099","51",1,10,"51"
"3209","22099","52",6,40,"52"
"3210","22099","53",2,42,"53"
"3211","22099","54",2,87,"54"
"3212","22099","56",3,38,"56"
"3213","22099","61",4,5,"61"
"3214","22099","62",8,71,"62"
"3215","22099","71",6,18,"71"
"3216","22099","72",22,70,"72"
"3217","22099","81",11,63,"81"
"3218","22103","23",10,592,"23"
"3219","22103","31-33",35,135,"31-33"
"3220","22103","42",25,307,"42"
"3221","22103","44-45",1079,909,"44-45"
"3222","22103","48-49",28,157,"48-49"
"3223","22103","51",49,94,"51"
"3224","22103","52",340,494,"52"
"3225","22103","53",125,295,"53"
"3226","22103","54",95,928,"54"
"3227","22103","56",29,364,"56"
"3228","22103","61",117,72,"61"
"3229","22103","62",703,868,"62"
"3230","22103","71",174,96,"71"
"3231","22103","72",637,607,"72"
"3232","22103","81",656,545,"81"
"3233","22105","21",1,10,"21"
"3234","22105","23",3,190,"23"
"3235","22105","31-33",5,80,"31-33"
"3236","22105","42",11,108,"42"
"3237","22105","44-45",426,453,"44-45"
"3238","22105","48-49",17,84,"48-49"
"3239","22105","51",13,27,"51"
"3240","22105","52",145,184,"52"
"3241","22105","53",47,122,"53"
"3242","22105","54",27,217,"54"
"3243","22105","56",10,85,"56"
"3244","22105","61",41,33,"61"
"3245","22105","62",239,324,"62"
"3246","22105","71",48,31,"71"
"3247","22105","72",238,265,"72"
"3248","22105","81",269,250,"81"
"3249","22109","22",1,4,"22"
"3250","22109","23",1,189,"23"
"3251","22109","31-33",12,124,"31-33"
"3252","22109","42",16,209,"42"
"3253","22109","44-45",546,464,"44-45"
"3254","22109","48-49",20,123,"48-49"
"3255","22109","51",25,28,"51"
"3256","22109","52",139,174,"52"
"3257","22109","53",37,159,"53"
"3258","22109","54",29,251,"54"
"3259","22109","56",11,112,"56"
"3260","22109","61",64,30,"61"
"3261","22109","62",209,267,"62"
"3262","22109","71",82,36,"71"
"3263","22109","72",265,241,"72"
"3264","22109","81",258,189,"81"
"3265","22113","23",2,78,"23"
"3266","22113","44-45",21,180,"44-45"
"3267","22113","48-49",1,50,"48-49"
"3268","22113","51",1,14,"51"
"3269","22113","52",4,70,"52"
"3270","22113","54",1,115,"54"
"3271","22113","56",2,41,"56"
"3272","22113","61",3,11,"61"
"3273","22113","62",5,92,"62"
"3274","22113","71",4,15,"71"
"3275","22113","72",12,69,"72"
"3276","22113","81",10,85,"81"
"3277","22121","23",2,67,"23"
"3278","22121","31-33",2,46,"31-33"
"3279","22121","42",4,41,"42"
"3280","22121","44-45",85,85,"44-45"
"3281","22121","48-49",11,55,"48-49"
"3282","22121","51",6,4,"51"
"3283","22121","52",18,27,"52"
"3284","22121","53",6,13,"53"
"3285","22121","54",5,31,"54"
"3286","22121","56",4,24,"56"
"3287","22121","61",10,5,"61"
"3288","22121","62",41,26,"62"
"3289","22121","71",14,9,"71"
"3290","22121","72",72,63,"72"
"3291","22121","81",70,57,"81"
"3292","23005","22",5,20,"22"
"3293","23005","23",5,1236,"23"
"3294","23005","31-33",76,425,"31-33"
"3295","23005","42",55,476,"42"
"3296","23005","44-45",1404,1408,"44-45"
"3297","23005","48-49",57,246,"48-49"
"3298","23005","51",69,260,"51"
"3299","23005","52",352,636,"52"
"3300","23005","53",108,685,"53"
"3301","23005","54",77,1476,"54"
"3302","23005","56",45,712,"56"
"3303","23005","61",144,173,"61"
"3304","23005","62",798,1402,"62"
"3305","23005","71",341,252,"71"
