urb,urb_name,Region,cs_b01001e1_urb,idx_h,idx_p,idx_res,idx_sch,idx_ser,idx_g,idx_d,idx_rel,idx_ac,idx_all_cats,idx_h_sqft,idx_p_sqft,idx_res_sqft,idx_sch_sqft,idx_ser_sqft,idx_g_sqft,idx_d_sqft,idx_rel_sqft,idx_ac_sqft,idx_all_cats_sqft,idx_total_population,idx_h_popnormed,idx_p_popnormed,idx_res_popnormed,idx_sch_popnormed,idx_ser_popnormed,idx_g_popnormed,idx_d_popnormed,idx_rel_popnormed,idx_ac_popnormed,idx_all_cats_popnormed,cs_b01001e1,cs_b01001e26,cs_total_age_under5,cs_total_age_5_9,cs_total_age_10_14,cs_total_age_15_17,cs_total_age_18_19,cs_total_age_20_21,cs_total_age_22_24,cs_total_age_25_29,cs_total_age_30_34,cs_total_age_35_39,cs_total_age_40_44,cs_total_age_45_49,cs_total_age_50_54,cs_total_age_55_59,cs_total_age_60_61,cs_total_age_62_64,cs_total_age_65_66,cs_total_age_67_69,cs_total_age_70_74,cs_total_age_75_79,cs_total_age_80_84,cs_total_age_85over,cs_total_age_total,cs_share_female,cs_b02001e1,cs_b02001e2,cs_b02001e3,cs_b02001e5,cs_share_white,cs_b03002e1,cs_b03002e13,cs_b08134e1,cs_b08134e11,cs_b08134e21,cs_b08134e31,cs_b08134e61,cs_b08134e101,cs_b08136e1,cs_b08136e2,cs_b08136e3,cs_b08136e4,cs_b08136e10,cs_b08136e11,cs_b08301e18,cs_b08301e19,cs_b08303e1,cs_b08303e2,cs_b08303e3,cs_b08303e4,cs_b08303e5,cs_b08303e6,cs_b08303e7,cs_b08303e8,cs_b08303e9,cs_b08303e10,cs_b08303e11,cs_b08303e12,cs_b08303e13,cs_b09002e1,cs_b15003e1,cs_b15003e19,cs_b15003e20,cs_b15003e21,cs_b15003e22,cs_b15003e23,cs_b15003e24,cs_b15003e25,cs_b17017e1,cs_b17017e2,cs_b19013e1,cs_b25001e1,cs_b25002e2,cs_b25002e3,cs_b25003e2,cs_b25003e3,cs_b25008e1,cs_b25008e2,cs_b25008e3,cs_b25035e1,cs_b25044e10,cs_b25064e1,cs_b25071e1,cs_b25077e1,ht_ht_ami,ht_h_ami,ht_t_ami,ht_co2_per_hh_local,ht_vmt_per_hh_ami,ht_emp_ovrll_ndx,ht_block_size,ht_intersection_density,epa_Ac_Land,epa_Pct_AO0,epa_Pct_AO2p,epa_R_PCTLOWWA,epa_D1A,epa_D1B,epa_D1C,epa_D1C5_RET,epa_D1C5_SVC,epa_D1D,epa_D2A_JPHH,epa_D2B_E5MIX,epa_D2B_E8MIX,epa_D2A_EPHHM,epa_D3A,epa_D3APO,epa_D3BMM4,epa_D4D,epa_D5AR,epa_NatWalkInd,access_pct_h,access_pct_h_crosscity,access_pct_h_crosscity_normed,access_pct_h_crosscity_sqft,access_pct_h_normed,access_pct_h_sqft,access_pct_p,access_pct_p_crosscity,access_pct_p_crosscity_normed,access_pct_p_crosscity_sqft,access_pct_p_normed,access_pct_p_sqft,access_pct_res,access_pct_res_crosscity,access_pct_res_crosscity_normed,access_pct_res_crosscity_sqft,access_pct_res_normed,access_pct_res_sqft,access_pct_sch,access_pct_sch_crosscity,access_pct_sch_crosscity_normed,access_pct_sch_crosscity_sqft,access_pct_sch_normed,access_pct_sch_sqft,access_pct_ser,access_pct_ser_crosscity,access_pct_ser_crosscity_normed,access_pct_ser_crosscity_sqft,access_pct_ser_normed,access_pct_ser_sqft,access_pct_g,access_pct_g_crosscity,access_pct_g_crosscity_normed,access_pct_g_crosscity_sqft,access_pct_g_normed,access_pct_g_sqft,access_pct_d,access_pct_d_crosscity,access_pct_d_crosscity_normed,access_pct_d_crosscity_sqft,access_pct_d_normed,access_pct_d_sqft,access_pct_rel,access_pct_rel_crosscity,access_pct_rel_crosscity_normed,access_pct_rel_crosscity_sqft,access_pct_rel_normed,access_pct_rel_sqft,access_pct_ac,access_pct_ac_crosscity,access_pct_ac_crosscity_normed,access_pct_ac_crosscity_sqft,access_pct_ac_normed,access_pct_ac_sqft,access_pct_o,access_pct_o_crosscity,access_pct_o_crosscity_normed,access_pct_o_crosscity_sqft,access_pct_o_normed,access_pct_o_sqft,access_pct_all_cats,access_pct_all_cats_crosscity,access_pct_all_cats_crosscity_no,access_pct_all_cats_crosscity_sq,access_pct_all_cats_normed,access_pct_all_cats_sqft,access_idx,access_idx_normed,access_idx_sqft,access_idx_crosscity,access_idx_crosscity_normed,access_idx_crosscity_sqft,access_pct_h_wt,access_pct_h_crosscity_wt,access_pct_h_normed_wt,access_pct_h_sqft_wt,access_pct_p_wt,access_pct_p_crosscity_wt,access_pct_p_normed_wt,access_pct_p_sqft_wt,access_pct_res_wt,access_pct_res_crosscity_wt,access_pct_res_normed_wt,access_pct_res_sqft_wt,access_pct_sch_wt,access_pct_sch_crosscity_wt,access_pct_sch_normed_wt,access_pct_sch_sqft_wt,access_pct_ser_wt,access_pct_ser_crosscity_wt,access_pct_ser_normed_wt,access_pct_ser_sqft_wt,access_pct_g_wt,access_pct_g_crosscity_wt,access_pct_g_normed_wt,access_pct_g_sqft_wt,access_pct_d_wt,access_pct_d_crosscity_wt,access_pct_d_normed_wt,access_pct_d_sqft_wt,access_pct_rel_wt,access_pct_rel_crosscity_wt,access_pct_rel_normed_wt,access_pct_rel_sqft_wt,access_pct_ac_wt,access_pct_ac_crosscity_wt,access_pct_ac_normed_wt,access_pct_ac_sqft_wt,access_pct_o_wt,access_pct_o_crosscity_wt,access_pct_o_normed_wt,access_pct_o_sqft_wt,access_idx_wt,access_idx_normed_wt,access_idx_crosscity_wt,access_idx_sqft_wt,usage_pct_h_home_bg_based,usage_tot_h_home_bg_based,usage_pct_h_work_bg_based,usage_tot_h_work_bg_based,usage_pct_h_poi_bg_based_home,usage_tot_h_poi_bg_based_home,usage_pct_h_poi_bg_based_work,usage_tot_h_poi_bg_based_work,usage_pct_p_home_bg_based,usage_tot_p_home_bg_based,usage_pct_p_work_bg_based,usage_tot_p_work_bg_based,usage_pct_p_poi_bg_based_home,usage_tot_p_poi_bg_based_home,usage_pct_p_poi_bg_based_work,usage_tot_p_poi_bg_based_work,usage_pct_res_home_bg_based,usage_tot_res_home_bg_based,usage_pct_res_work_bg_based,usage_tot_res_work_bg_based,usage_pct_res_poi_bg_based_home,usage_tot_res_poi_bg_based_home,usage_pct_res_poi_bg_based_work,usage_tot_res_poi_bg_based_work,usage_pct_sch_home_bg_based,usage_tot_sch_home_bg_based,usage_pct_sch_work_bg_based,usage_tot_sch_work_bg_based,usage_pct_sch_poi_bg_based_home,usage_tot_sch_poi_bg_based_home,usage_pct_sch_poi_bg_based_work,usage_tot_sch_poi_bg_based_work,usage_pct_ser_home_bg_based,usage_tot_ser_home_bg_based,usage_pct_ser_work_bg_based,usage_tot_ser_work_bg_based,usage_pct_ser_poi_bg_based_home,usage_tot_ser_poi_bg_based_home,usage_pct_ser_poi_bg_based_work,usage_tot_ser_poi_bg_based_work,usage_pct_g_home_bg_based,usage_tot_g_home_bg_based,usage_pct_g_work_bg_based,usage_tot_g_work_bg_based,usage_pct_g_poi_bg_based_home,usage_tot_g_poi_bg_based_home,usage_pct_g_poi_bg_based_work,usage_tot_g_poi_bg_based_work,usage_pct_d_home_bg_based,usage_tot_d_home_bg_based,usage_pct_d_work_bg_based,usage_tot_d_work_bg_based,usage_pct_d_poi_bg_based_home,usage_tot_d_poi_bg_based_home,usage_pct_d_poi_bg_based_work,usage_tot_d_poi_bg_based_work,usage_pct_rel_home_bg_based,usage_tot_rel_home_bg_based,usage_pct_rel_work_bg_based,usage_tot_rel_work_bg_based,usage_pct_rel_poi_bg_based_home,usage_tot_rel_poi_bg_based_home,usage_pct_rel_poi_bg_based_work,usage_tot_rel_poi_bg_based_work,usage_pct_ac_home_bg_based,usage_tot_ac_home_bg_based,usage_pct_ac_work_bg_based,usage_tot_ac_work_bg_based,usage_pct_ac_poi_bg_based_home,usage_tot_ac_poi_bg_based_home,usage_pct_ac_poi_bg_based_work,usage_tot_ac_poi_bg_based_work,usage_pct_o_home_bg_based,usage_tot_o_home_bg_based,usage_pct_o_work_bg_based,usage_tot_o_work_bg_based,usage_pct_o_poi_bg_based_home,usage_tot_o_poi_bg_based_home,usage_pct_o_poi_bg_based_work,usage_tot_o_poi_bg_based_work,usage_pct_all_cats_home_bg_based,usage_tot_all_cats_home_bg_based,usage_pct_all_cats_work_bg_based,usage_tot_all_cats_work_bg_based,usage_pct_all_cats_poi_bg_based_,usage_tot_all_cats_poi_bg_based_,usage_pct_all_poi_bg_based_work,usage_tot_all_poi_bg_based_work,usage_idx_home_bg_based,usage_idx_work_bg_based,usage_idx_poi_bg_based_home,usage_idx_poi_bg_based_work,usage_10,usage_20,usage_25,doc_transit_stops_count,doc_transit_density_acre,psi,psi_outside15,psi_within15,avg_dist_work,med_dist
199,"Aberdeen--Bel Air South--Bel Air North, MD",South,240487,1.4268755,.33156055,2.8825176,.46314353,2.0312865,.67471009,.23998387,.69775915,.028932957,21.73671,11.739204,89.025848,16.504942,37.818249,15.581578,8.9271774,4.3784323,5.5475845,.13909276,482.77496,1928.393480728688,.0010561901,.00025365196,.0022371272,.00033681653,.0015967599,.00048651278,.00019543676,.00057799381,.000024949373,.016458269,1928.393480728688,991.5827,114.06015,128.07097,137.06964,85.345955,45.551804,47.8349,67.957619,118.34186,122.56142,123.80677,129.9279,142.08238,151.55835,136.33298,48.546234,67.913628,37.702538,54.658154,64.997887,41.409561,30.834166,31.828627,1928.3934,.51367021,1928.393480728688,1507.841974826082,278.30304,57.508339,.78670782,1928.393480728688,50.516682,935.30908,899.18024,816.03833,83.141907,17.149668,11.961786,15304.79884015948,15304.79884015948,13500.30010873505,2300.652495378928,,,.36362049,11.961786,935.30908,15.834532,64.614304,107.92521,112.77574,113.28576,54.575993,114.29331,39.518974,49.182823,133.58167,96.303253,33.417515,420.0062,1302.502442959495,106.02901,187.38373,105.43617,273.5903,145.93872,19.877827,19.136656,709.36554,54.570251,84692.90288840649,754.54944,709.36554,45.183945,548.5813,160.78419,1914.353420351204,1531.16197133317,383.19144,1983.6501,24.221088,1304.6459,30.611757,277440.4418655404,50.49057,30.189512,20.250746,9.876077054207858,22838.84,6.163913226078748,34.63026691671483,119.46199,1140.1272,.047975641,.69405711,.22158088,1.819764,4.4164658,1.1286811,.18845311,.46558285,2.9484451,.86025268,.65721577,.69685411,.5074622,11.405067,9.2983313,2.0539942,3.7198856,30405.895,9.0472307,.49774104,.34672406,.33635989,.33660048,.49410221,.49475062,.49172512,.29935673,.29339525,.311667,.48709664,.49109858,.49945152,.26953653,.25964946,.262878,.49316093,.4955897,.49311173,.26898262,.26090866,.29800695,.48396218,.48767334,.49669963,.28028911,.26997992,.26990852,.48950332,.49131766,.4996075,.32919553,.3155224,.33128604,.49150684,.49927801,.49035421,.36424971,.36073577,.36904761,.48884675,.48968828,.49165112,.25052547,.24443816,.24720825,.48784289,.49020383,.50090414,.45535052,.45530266,.45560274,.50088185,.50090826,.51582265,.25396043,.23847646,.25738472,.49257299,.50264406,.51105255,.24575673,.23226111,.2428433,.48624465,.49099904,.49770686,.49094766,.49431524,.31181708,.30347687,.31395903,.015747983,.010969971,.015632855,.01565337,.016417736,.0099949334,.0162632,.016396819,.10738678,.057952896,.10603426,.10655646,.038601115,.021056138,.03788488,.038175393,.0052310154,.0029518779,.0051552271,.0051743346,.047227852,.031118825,.0464621,.047196705,.012284257,.0091251126,.012246493,.012267575,.0067380471,.0034334357,.0066858558,.0067182123,.00034801417,.00031636481,.00034799869,.00034801706,.25645155,.12626152,.24489251,.24989955,.50643432,.49160537,.27318108,.49838644,.044360518,107.43857,.05566854,26.01292793373446,.02560172,58.45441541538628,.033395518,21.2328483452328,.094734967,161.6746809598856,.060102377,30.002333,.054195412,82.03216805898032,.025169799,17.61639506501391,.076094635,3127.008985932712,.04673152,747.3537862753496,.060558114,2794.669400009148,.018112851,867.1338076486463,.11112661,393.073904202722,.12391362,179.61023,.049482409,394.2580472125313,.074730277,198.4987213446049,.09256544,67.07122,.042074122,15.060798,.033924326,59.04713768311801,.015017628,16.95016362630828,.096033491,1209.497415660722,.061570168,210.7961968838232,.057988279,1125.099385829587,.030065425,286.4707,.095253937,286.97458,.046134446,40.644737,.016882466,255.1806,.0090570152,51.124359,.071638875,51.648598,.056412842,10.225554,.031761892,36.38634520784908,.023919905,10.040002,.014466478,6.6976051,.01103594,1.1044048,.00034537169,2.481086295724925,.00064690161,.2044227,.072145775,5777.097007322641,.056311592,1264.737278938155,.16860722,5656.873095011373,.081083611,1695.511819765725,.085564189,11188.18256288282,.071424037,2525.548250009356,.16184184,10464.48168092246,.07936921,3164.783252317173,.07684207,.055995516,.049934722,.031119892,.060613092,.10923138,.14486204,1.6488292,.0042543542,.79578048,.79181796,.8523007,27.139244,4.1112037
280,"Abilene, TX",South,123546,2.0365045,.52042156,6.9751105,1.1328493,4.1669097,1.0602043,.42028069,3.1792531,.1051835,51.879314,138.99927,213.22577,202.3651,53.574505,121.66557,19.555355,6.3388295,49.296757,.8157205,2544.0081,1437.1845952115,.0020073494,.00050993153,.0065076975,.0010522397,.0039013808,.00098748645,.00037233095,.0030029302,.000097129814,.049439076,1437.1845952115,734.03198,114.92215,108.04305,93.867073,58.224621,70.034645,72.204597,87.676353,112.7664,108.44157,75.822922,71.697403,71.691605,78.421684,70.643112,31.457085,35.512238,20.460056,27.440353,40.624107,34.496811,27.86664,24.870121,1437.1846,.5110485,1437.1845952115,1152.878093989283,109.32114,33.301094,.78703481,1437.1845952115,215.89967,653.46045,628.0531,551.10327,76.949867,4.9289737,14.352671,9489.513001419949,9312.162761803336,7634.923233936812,2432.702676618196,,581.1208677685951,1.2925308,14.352671,653.46045,31.220097,126.44149,183.27007,161.80521,62.487316,17.537378,29.239296,2.699966,3.9979441,7.4710393,12.598304,14.692333,319.59311,832.2121072313147,58.951427,158.38567,67.360901,147.75241,50.594166,12.831318,9.750474,505.68478,78.673859,50876.80187179487,573.58942,505.68478,67.90464,293.73929,211.94548,1358.478566687711,806.1372120505722,552.34137,1971.5793,16.044697,913.39374,30.329905,108560.6852302652,54.109165,26.591124,27.520781,9.312714262878487,21664.207,3.813098799960974,39.63979316400533,136.17741,3014.8376,.05538315,.58829063,.25979552,2.029351,4.6170549,1.5522485,.18930931,.86748213,3.5815995,1.3416065,.66058558,.6793102,.52415609,16.973272,13.538207,7.5760994,0,19253.658,7.7896171,.49145249,.37349162,.37961796,.39055982,.48432681,.4841578,.496133,.32714802,.33060339,.34422413,.48971757,.49460584,.48625684,.41482633,.4251748,.45161387,.46352085,.4754239,.49101815,.40940115,.42546597,.41511729,.45732358,.47060707,.48718899,.39000803,.39872596,.43704471,.47057462,.47777742,.48924309,.39938933,.40955195,.41946599,.47079226,.47836307,.50666755,.41822109,.41822469,.4212814,.50167328,.50312424,.48442641,.49524167,.50131232,.54551899,.45801118,.46934146,.50524151,.48924467,.48901168,.49007279,.50443453,.50454158,.47287822,.43745932,.45110071,.50745332,.44758058,.4682222,.47587231,.42466974,.43993151,.474621,.44790769,.46427181,.49105063,.47479552,.48261645,.41544312,.42287895,.44223523,.021133747,.01606112,.020827325,.020820057,.010729848,.0070752166,.010591102,.01069682,.11195444,.095508471,.10671977,.10946029,.025197936,.021009538,.023468809,.024150487,.0055218856,.0044204197,.0053335754,.0054152133,.014346729,.011711827,.013805671,.014027679,.0052380515,.0043236706,.0051864199,.0052014203,.0098526394,.010072608,.0093153864,.0095458301,.0017728144,.0017166841,.001769983,.0017703585,.27378279,.25327629,.2591362,.27108711,.47953087,.45615423,.42517585,.47217527,.044430654,395.22894,.039287951,142.7855940297541,.010902253,470.5638466644003,.039835002,152.7172955822123,.091125578,384.8812183316335,.060774405,134.84387,.019069336,307.7756301296683,.027727138,124.0487348841727,.11331148,5673.126074498568,.10835992,2135.289042138151,.071309134,4619.934299774983,.082964353,1779.405427937772,.17532165,379.2004273711816,.20562638,190.40523,.10581259,320.0724264646366,.1488899,184.9637301086235,.11647145,115.04726,.11795247,42.068062,.037101518,84.57519466433556,.057362545,36.63476761692002,.15377951,826.8174121379891,.094331123,280.8371861492885,.05991374,548.9986320884528,.053395547,192.8578,.16037586,320.20322,.081912003,113.06285,.02407857,290.84854,.011992031,99.637314,.1948891,196.17497,.10749554,76.439255,.13377342,191.9032748935619,.070377566,82.758415,.046512585,69.929291,.059326973,42.164627,.016817329,73.4873407475758,.022828974,40.033615,.13535964,8561.007422336619,.12399399,3153.036172761562,.1962156,7086.530798245188,.18447393,2639.688804170107,.13655238,16921.6162401049,.13342705,6310.931887717935,.16652167,13994.68999401033,.18368813,5332.745908406586,.12315775,.099906072,.067499347,.069984697,.086442553,.16347957,.20738602,0,0,.73808187,.72964913,.80982703,60.91507,3.020175
766,"Akron, OH",Midwest,612254,3.0191848,1.0465052,6.0973778,1.2240998,2.9899926,1.0967082,.43672562,2.5567214,.056558225,38.069557,127.72237,415.93405,50.645515,96.413017,40.18504,18.372227,6.0462241,26.640459,.51611257,1576.3445,1539.929068654513,.0029791556,.0010208181,.005808047,.0012135486,.0028680908,.0011073835,.00042629367,.0026149277,.000042466036,.037033651,1539.929068654513,787.02069,85.779663,90.148239,96.949425,59.133408,53.56498,53.297173,70.851898,100.85013,91.444168,87.962784,93.639748,102.00428,107.11745,111.41587,39.828232,57.402298,36.258385,43.906673,52.3867,40.137241,29.997179,35.853146,1539.9291,.51346338,1539.929068654513,1311.249999183345,145.61855,36.499863,.82261121,1539.929068654513,16.361036,707.47772,681.17188,633.63989,47.53199,9.5470276,12.571553,15772.2346886971,15477.61162135967,14121.49199243089,2057.414705882353,,1250.230008023536,.71791118,12.571553,707.47772,20.525686,73.086449,110.70222,127.11472,114.62714,62.867191,76.162651,23.264313,24.842934,41.070961,24.611879,8.6015444,300.43921,1030.204287762922,65.809296,139.44528,86.228271,200.47655,82.472168,18.722731,13.663659,607.32813,82.834335,54635.28424241106,665.08813,607.32813,57.760029,405.02737,202.30074,1498.174679136437,1046.720674752635,451.45401,1964.9943,36.968277,805.77301,30.497938,132187.6976235268,50.164337,25.538137,24.632772,8.796872872238398,20958.113,5.40258773437924,27.73512287172873,133.67424,1004.7166,.085164405,.57570928,.25214121,2.3586454,5.2279902,1.5544078,.17750038,.74163216,3.9130533,1.2108612,.6626035,.68618906,.52460337,14.614606,11.481796,5.5847673,.012141908,57483.617,7.477252,.47439566,.3965278,.39891043,.40289584,.46491316,.46908784,.45986551,.45517015,.46124518,.48694453,.43576688,.45890009,.45270243,.37207484,.3828409,.37397584,.43335134,.4396534,.45547572,.39255217,.40238956,.40389445,.43673059,.44875193,.4570525,.35563499,.36615881,.37454915,.43801972,.44711044,.44990036,.40331993,.41429284,.40819725,.43171033,.44432557,.47759178,.41954485,.42304614,.41578025,.47127682,.47776461,.44404444,.43646476,.44049808,.43283987,.42543331,.43300527,.501396,.46784472,.4675099,.46814203,.50115365,.50132406,.44852027,.34584615,.36074075,.37600437,.42058101,.44147125,.44562876,.35551232,.37045431,.40474015,.4177829,.43823075,.46209446,.44589368,.45613945,.40449804,.41176325,.41432235,.024413928,.020406596,.023925928,.02414077,.019048018,.018853534,.018049832,.019008031,.094585896,.077739879,.090542749,.091859482,.037292097,.032140229,.03575734,.036741588,.0058463779,.0045490977,.0056029204,.0057192044,.027300095,.02447358,.02619632,.026961815,.0061373939,.0053914497,.0060562422,.0061396151,.0086758714,.0085277781,.0083122421,.0084601855,.00041083465,.00038334334,.00041063601,.00041077565,.22857696,.17625169,.21433841,.2249846,.45228747,.42919263,.36871719,.44442606,.052366417,173.60683,.052942809,91.31687502245799,.030163337,170.5159737625234,.044848628,95.12797956403715,.21029173,261.4952258376425,.11166652,66.389595,.13848405,225.1258595288883,.052375123,55.32576512362516,.13340299,1803.826322082012,.088348545,659.2568835809974,.10637961,1512.079855746145,.060527664,557.961349374606,.17302512,309.0381034668618,.18978542,154.32216,.079169936,269.1902821378055,.13029614,143.2643788362346,.15145262,56.967117,.063407861,24.386204,.074586228,50.78528192547537,.036702465,21.08117055993101,.14399433,578.6908309296468,.074896529,133.9067266199976,.06832689,561.2989461889999,.033296451,132.16953,.16009785,152.28818,.058983743,32.904556,.021156607,118.51718,.014496097,26.651909,.20236315,87.577499,.082236014,25.424995,.11504733,63.5873199685098,.059798054,20.389954,.022306459,8.0526514,.015138214,6.0398774,.0051301699,6.233324731238995,.007738159,3.8547776,.13559963,3055.568966474698,.11987167,936.28720269692,.22596927,2895.528898137048,.12391493,844.9222283562051,.15516785,6487.111723239048,.14220458,2130.235074005233,.24589701,5872.862922904546,.16152579,1900.749033897696,.13849002,.085727736,.086441346,.056399371,.1172125,.18069464,.21604405,4.6100507,.022412166,.7572428,.74558175,.8315686,26.103233,3.1810081
901,"Albany, GA",South,112555,1.4432677,.95258319,2.4898317,.49475369,1.3120697,.58296835,.45272088,1.7156501,.01591222,22.063942,68.490097,187.85696,16.308044,42.614704,19.956287,5.8759451,3.289645,21.001493,.1449869,713.98401,1976.715072631158,.0014748345,.00087956997,.0021145218,.00042645817,.0011816445,.00057749543,.00039980456,.00156368,8.8845445e-06,.020007996,1976.715072631158,1060.7354,140.88606,141.22292,152.57939,82.98008,68.04364,74.795601,82.422577,134.77826,131.44406,132.41046,129.66708,115.04394,124.67772,104.39637,47.449486,78.711502,34.225739,47.500458,55.639618,36.516582,34.070686,27.252863,1976.7151,.53345478,1976.715072631158,843.0521967038337,1047.8521,32.774227,.37275109,1976.715072631158,34.550957,781.6424,751.35077,665.92664,85.424187,7.8796945,15.610706,16721.37034594704,16593.27609820432,15170.18438673024,1640.921214248114,,1119.650800711744,1.6120652,15.610706,781.6424,24.394892,93.251495,180.09024,189.92897,137.96851,45.676533,49.673183,9.7663717,6.0109901,19.450739,11.79626,13.634188,437.48877,1233.784816312025,86.233444,229.42326,120.98073,179.24767,87.177292,26.668579,14.56679,726.93341,141.47108,45054.80984099116,800.94354,726.93341,74.010147,395.85345,331.07993,1900.567873484074,1055.396952600951,845.1709,1979.4414,53.444618,751.77753,33.545395,113658.2623770567,62.249336,31.490629,30.754377,8.919006748399298,21254.641,3.287976544800321,78.74539558438097,77.556129,5031.1768,.11746957,.51471859,.28335503,1.0679255,2.3642025,.88056898,.12961519,.44204262,1.9484944,1.2459249,.64955896,.67197382,.5544278,13.535745,10.38658,4.070631,0,13516.818,7.4917035,.4806655,.34816444,.34468088,.35396263,.47604224,.47669059,.45219699,.3937268,.39047891,.40791216,.44301608,.44703743,.46709394,.26798761,.2681939,.27820173,.45255035,.46425512,.4648768,.27681056,.28110221,.30728319,.45003417,.4631511,.44827771,.25727445,.26358029,.27023044,.43736771,.44100726,.43698531,.32601115,.33273721,.33006084,.42140219,.42810783,.47241062,.40849584,.40511778,.39299864,.46554545,.46706009,.44153348,.38432452,.37959889,.39377511,.41881117,.43765461,.50795609,.45544329,.4551788,.45632136,.50795609,.50795609,.44749022,.25206921,.25380492,.28586251,.42119992,.42971686,.44049442,.25715619,.25909692,.2969805,.40567347,.41711175,.46194866,.44939253,.45626369,.3370308,.33744738,.34766087,.033342753,.024151431,.033022046,.033067022,.013899402,.012102175,.013617204,.013740811,.10523339,.060375959,.10195681,.10459382,.015123283,.0090051489,.014640426,.015067143,.0081165172,.004658212,.0079189809,.0079848785,.020246249,.015104633,.019524256,.019834938,.0070973658,.006137128,.0069942256,.007016981,.0082876179,.0072138016,.0078611188,.0082148118,.00016572396,.00014859132,.00016572396,.00016572396,.24321596,.13700245,.2289269,.23355594,.45472828,.43462768,.27589953,.44324207,.029343599,646.00922,.044760346,225.2581582337524,.047306955,871.7450402025677,.038000684,307.3638399004931,.1550958,261.0025143263293,.081562459,42.486313,.078478448,158.4951801341566,.057763048,41.87019679267913,.085017756,2808.458060503754,.071227685,670.5688063613345,.040408053,2285.59160410466,.032670189,795.2641908400337,.097942211,222.5036826440407,.16324586,83.170448,.032160901,199.3053351694727,.11754468,99.06791346452846,.075622752,106.78268,.062718026,31.759558,.036617011,80.81060814712806,.040832352,29.83219759228821,.13018841,475.6274710141709,.045861378,108.1793700857359,.078930326,604.4666429745457,.025955867,222.99791,.092779018,297.83456,.09946207,64.467239,.017180026,188.52415,.0094961058,64.127457,.14110361,135.32224,.057387121,30.6779,.15480827,62.4843942961219,.016682522,22.445303,.01591222,4.6643596,0,1.8125539,.0020085855,2.154333436986362,0,1.8254275,.12971547,4523.384034472036,.098486304,1072.874985562614,.20118523,4027.660326062814,.088796057,1365.345635467105,.12914212,9481.588823241971,.11214603,2331.255332948336,.2099987,8481.237626049488,.12136155,2950.140073741726,.095272087,.072471127,.068908378,.042774148,.10808627,.16808511,.19133592,0,0,.73823631,.72698236,.8459813,43.249039,4.074182
